Subject Area,Course Name,Course Description
Sociology,SOC4981 - Honors Research,"Research and writing supervised by department staff culminating in the Senior Honors Thesis. Work consists of both background reading and active research. May be repeated for a total of 12 credits if there is no duplication in topic, but students may earn only up to 6 credits per semester of enrollment. Open only to honors candidates. Prerequisite or corequisite: 3002. [3-6; maximum of 12 credits total for all semesters of 4981] (No AXLE credit)"
Spanish,SPAN1001 - Commons iSeminar,Topics vary. General Elective credit only. [1] (No AXLE credit)
Spanish,SPAN1100 - Elementary Spanish I for True Beginners,"Designed exclusively for students with no previous exposure to Spanish. Development of basic listening, speaking, reading, and writing skills with Spanish-speaking culture through a communicative approach. Conducted primarily in Spanish. Not open to students with previous training in Spanish. Three hours of classroom instruction. Students continuing in Spanish take 1102. No credit for students who have already completed 1100 or have earned credit for a more advanced Spanish language course. Students wishing to repeat this course must take 1101 for repeat credit. [3] (No AXLE credit)"
Spanish,SPAN1101 - Elementary Spanish I,"Basic listening, speaking, reading, and writing skills. Communicative approach and exposure to aspects of Spanish-speaking cultures. Conducted entirely in Spanish. Three hours of classroom instruction. Intended for students with some study of the language at the elementary level. Entrance by departmental placement test. Serves as repeat credit for students who have completed 1100. No credit for students who have earned credit for a more advanced Spanish language course. [3] (No AXLE credit) (CORE LA)"
Spanish,SPAN1102 - Elementary Spanish II,"Further development of listening, speaking, reading, and writing skills using a communicative approach. Exposure to aspects of Spanish-speaking culture. Conducted entirely in Spanish. Three hours of classroom instruction. Students continuing in Spanish take 2201. No credit for students who have earned credit for a more advanced Spanish language course. Prerequisite: 1100 or 1101. [3] (INT) (CORE LA)"
Spanish,SPAN1103 - Intensive Elementary Spanish,"A communicative approach to reading, writing, listening, and speaking for students who have studied one to three years of Spanish. Rigorous review of elementary Spanish through three hours of class instruction. Departmental Spanish placement exam score of 275-364. Students continuing in Spanish take 2201. No credit for students who have earned credit for 1100, 1101, or 1102. No credit for students who have earned credit for a more advanced Spanish language course. [3] (INT)"
Spanish,SPAN1111 - First-Year Writing Seminar,"Independent learning and inquiry in an environment in which students can express knowledge and defend opinions through intensive class discussion, oral presentations, and written expression. May be repeated for credit once if there is no duplication of topic, but students may earn only up to 3 credits in any 1111 course per semester of enrollment. [3; maximum of 6 credits total for all semesters of 1111] (AXLE credit category varies by section)"
Spanish,SPAN2201 - Intermediate Spanish I,Development of intermediate linguistic competence in Spanish using a communicative approach. Study of cultures of Spanish-speaking countries by incorporating authentic materials. Three hours of classroom instruction. Intended for students who have earned credit for 1102 or 1103 or in consultation with the placement test scores on departmental website. No credit for students who have earned credit for a more advanced Spanish language course. [3] (INT)
Spanish,SPAN2202 - Intermediate Spanish II,Development of intermediate linguistic competence in Spanish using a communicative approach. Study of cultures of Spanish-speaking countries by incorporating authentic materials. Three hours of classroom instruction. Intended for students who have earned credit for SPAN2201. No credit for students who have earned credit for a more advanced Spanish language course. [3] (INT) (CORE LA)
Spanish,SPAN2203 - Intermediate Spanish,"Development of intermediate linguistic competence in Spanish (listening, speaking, reading, and writing) using a communicative approach. Study of cultures of Spanish-speaking countries by incorporating authentic materials. Four hours of classroom instruction plus one hour of independent research activities. Intended for students who have earned credit for 1102 or 1103 or have a departmental placement score of 365-409. No credit for students who have earned credit for a more advanced Spanish language course. [5] (INT)"
Spanish,SPAN2204 - Intensive Intermediate Spanish,Development of intermediate linguistic competence in Spanish using a communicative approach. Study of cultures of Spanish-speaking countries by incorporating authentic materials. Three hours of classroom instruction. Intended for students with the indicated placement test scores on departmental website. Not open to students who have completed 2201 or 2202. No credit for students who have earned credit for a more advanced Spanish language course. [3] (INT)
